id,role,role_m,name,squad,price,age,myrating,mate,regularness,fvm,expmf,expprice,expstd
5435,D,Ds;E,Moreno Alb.,Como,9,33,3.5,,,10,6.1,1,6
5520,D,E,Cambiaso,Juventus,9,25,4.2,,,17,6.44,7,7
5835,D,Dc,Baschirotto,Cremonese,9,29,3.6,,,13,6.13,4,6
7143,D,Ds;E,Angori,Pisa,9,22,3.5,,,13,6.11,4,6
6642,D,Dc,Coco,Torino,9,26,3.5,,,12,6.08,3,6
7219,D,E,Bernasconi,Atalanta,9,21,4.1,,,12,6.37,3,6
393,D,Dc,Luperto,Cremonese,8,29,3.6,,,12,6.16,3,6
4433,D,E,Zortea,Bologna,8,27,4.2,,,12,6.46,3,6
5833,D,Dc,Gila,Lazio,8,25,3.6,,,16,6.15,6,7
460,D,Dc,Romagnoli,Lazio,8,30,3.6,,,16,6.14,6,7
2188,D,Dd;Ds;E,Marusic,Lazio,8,32,3.7,,,12,6.21,3,6
4751,D,Dc,Tomori,Milan,8,27,3.6,,,21,6.15,11,7
2724,D,Dc,Buongiorno,Napoli,8,26,3.9,,,13,6.28,4,6
6663,D,Dc,Circati,Parma,8,21,3.7,,,13,6.17,4,6
7155,D,Dc,Muharemovic,Sassuolo,8,22,3.7,,,18,6.21,8,7
4665,D,Dc,Maripan,Torino,8,32,3.5,,,8,6.07,1,6
6631,D,Dc,Ghilardi,Roma,8,22,3.3,,,11,5.99,2,6
6672,D,Dc,Idzes,Sassuolo,8,25,3.6,,,12,6.13,3,6
4137,D,Dc,Diego Carlos,Como,8,32,3.6,,,12,6.14,3,6
6550,D,B;Ds;E,Garcia U.,Sassuolo,8,31,4.0,,,17,6.32,7,7
787,D,Dc,Djimsiti,Atalanta,7,32,3.5,,,13,6.11,4,6
2640,D,B;Ds;E,Kolasinac,Atalanta,7,32,3.7,,,12,6.19,3,6
6042,D,Dc,Lucumì,Bologna,7,27,3.4,,,12,6.04,3,6
5701,D,Ds;Dc,Obert,Cagliari,7,23,3.7,,,13,6.2,4,6
6660,D,Dc,Marcandalli,Genoa,7,22,3.6,,,12,6.16,3,6
6814,D,Dd;E,Norton-Cuffy,Genoa,7,21,3.5,,,14,6.09,5,6
7012,D,Dc,Provstgaard,Lazio,7,20,3.6,,,12,6.16,3,6
5812,D,Dd;Ds;E,Terracciano F.,Cremonese,7,22,3.5,,,11,6.09,2,6
4772,D,E,Angelino,Roma,7,28,4.1,,,7,6.37,1,6
6426,D,Dd;E,Pedersen,Torino,7,24,3.4,,,12,6.04,3,6
6047,D,Dd;E,Ehizibue,Udinese,7,25,3.5,,,10,6.1,1,6
6639,D,Ds;E,Frese,Verona,7,27,3.7,,,12,6.19,3,6
6046,D,Dc,Hien,Atalanta,6,26,3.4,,,10,6.05,1,6
5578,D,Dd;Dc,Kossounou,Atalanta,6,24,3.5,,,8,6.11,1,6
4887,D,E,Bellanova,Atalanta,6,25,4.1,,,11,6.39,2,6
4461,D,B;Dd;E,Zappa,Cagliari,6,25,3.5,,,8,6.08,1,6
7014,D,Dd;Dc,Smolcic I.,Como,6,23,3.6,,,12,6.13,3,6
6013,D,Dd;Ds;E,Barbieri,Cremonese,6,23,3.5,,,10,6.11,1,6
4378,D,Ds;Dc,Ranieri L.,Fiorentina,6,26,3.6,,,10,6.14,1,6
5449,D,E,Parisi,Fiorentina,6,24,4.1,,,12,6.39,3,6
5739,D,Dd;Dc,De Winter,Milan,6,23,3.7,,,10,6.19,1,6
6039,D,B;Ds;E,Cabal,Juventus,6,24,3.7,,,9,6.17,1,6
7175,D,E,Joao Mario,Bologna,6,25,4.2,,,12,6.44,3,6
5620,D,Ds;E,Tavares N.,Lazio,6,25,4.1,,,18,6.37,8,7
5527,D,Dd;E,Zanoli,Udinese,6,25,3.6,,,12,6.16,3,6
2273,D,Dc,Caracciolo A.,Pisa,6,30,3.6,,,10,6.13,1,6
5010,D,Dc,Ismajli,Torino,6,28,3.7,,,14,6.19,5,6
5555,D,Ds;E,Kamara H.,Udinese,6,31,3.7,,,15,6.2,6,6
5532,D,Ds;E,Bradaric,Verona,6,25,3.5,,,11,6.08,2,6
7240,D,Dc,Siebert,Lecce,6,23,3.7,,,14,6.17,5,6
7352,D,Dc,Edmundsson,Verona,6,23,3.6,,,12,6.16,3,6
7125,D,Ds;E,Idrissi R.,Cagliari,5,20,3.4,,,9,6.01,1,6
6230,D,Dc,Dossena,Cagliari,5,27,3.4,,,8,6.05,1,6
6896,D,Dd;E,Van Der Brempt,Como,5,24,3.5,,,8,6.11,1,6
7131,D,Dd;E,Floriani Mussolini,Cremonese,5,22,3.5,,,12,6.1,3,6
5603,D,Dc,Pongracic,Fiorentina,5,28,3.4,,,12,6.03,3,6
513,D,Dc,Acerbi,Inter,5,37,3.6,,,10,6.15,1,6
5831,D,Dc,Gatti,Juventus,5,27,3.6,,,8,6.16,1,6
2728,D,Ds;E,Pellegrini Lu.,Lazio,5,26,3.7,,,9,6.17,1,6
6990,D,Dd;E,Veiga D.,Lecce,5,23,3.6,,,13,6.14,4,6
4401,D,Dc,Gabbia,Milan,5,25,3.7,,,14,6.21,5,6
5840,D,Ds;E,Olivera,Napoli,5,28,3.7,,,14,6.2,5,6
5307,D,Dc,Valenti,Parma,5,26,3.5,,,10,6.07,1,6
7139,D,Dc,Canestrelli,Pisa,5,25,3.6,,,11,6.14,2,6
4374,D,Dd;Dc,Walukiewicz,Sassuolo,5,24,3.5,,,12,6.07,3,6
5820,D,Dc,Bertola,Udinese,5,22,3.6,,,9,6.13,1,6
5994,D,Ds;Dc,Ebosse,Torino,5,26,3.6,,,7,6.13,1,6
697,D,E,Cuadrado,Pisa,5,37,4.0,,,8,6.32,1,6
7018,D,Dc,Nelsson,Verona,5,26,3.6,,,11,6.14,2,6
7235,D,Dc,Troilo,Parma,5,22,3.6,,,12,6.16,3,6
7274,D,Dc,Zè Pedro,Cagliari,5,28,3.6,,,11,6.14,2,6
6916,D,B;Ds;E,Ahanor,Atalanta,4,18,3.8,,,10,6.22,1,6
7068,D,Dc,Vitik,Bologna,4,22,3.5,,,7,6.1,1,6
612,D,Dc,Bianchetti,Cremonese,4,33,3.5,,,9,6.11,1,6
7130,D,Dc,Folino,Cremonese,4,22,3.6,,,8,6.12,1,6
770,D,Ds;E,Pezzella Giu.,Cremonese,4,27,3.6,,,10,6.16,1,6
6495,D,Dc,Comuzzo,Fiorentina,4,20,3.5,,,11,6.1,2,6
256,D,Ds;Dc,Juan Jesus,Napoli,4,33,3.6,,,10,6.13,1,6
5481,D,Dd;Ds;E,Mazzocchi,Napoli,4,30,3.6,,,7,6.14,1,6
5851,D,Ds;E,Doig,Sassuolo,4,23,3.5,,,10,6.11,1,6
4385,D,Dd;E,Lazaro,Torino,4,29,3.7,,,11,6.18,2,6
6992,D,B;Dd;E,Oyegoke,Verona,4,22,3.5,,,4,6.06,1,6
7212,D,Ds;Dc,Heggem,Bologna,4,26,3.7,,,12,6.18,3,6
7255,D,Dd;Ds;E,Britschgi,Parma,4,19,3.3,,,8,5.96,1,6
7268,D,Ds;Dc,Rodriguez Ju.,Cagliari,4,20,3.4,,,10,6.02,1,6
6665,D,Dd;Ds;E,Coulibaly W.,Sassuolo,4,26,3.5,,,4,6.09,1,6
487,D,Dd;E,De Silvestri,Bologna,3,37,3.6,,,8,6.13,1,6
791,D,Dd;Ds;E,Sabelli,Genoa,3,34,3.5,,,10,6.11,1,6
322,D,Dc,De Vrij,Inter,3,33,3.9,,,9,6.27,1,6
2525,D,B;Dd;E,Darmian,Inter,3,35,3.8,,,8,6.24,1,6
327,D,Dd;Dc,Patric,Lazio,3,32,3.6,,,10,6.15,1,6
2263,D,Dd;E,Lazzari,Lazio,3,31,3.5,,,9,6.09,1,6
6809,D,Dc,Marianucci,Torino,3,21,3.6,,,8,6.12,1,6
2745,D,B;Dd;E,Calabresi,Pisa,3,29,3.6,,,6,6.12,1,6
6211,D,Ds;E,Zemura,Udinese,3,25,3.6,,,8,6.13,1,6
6957,D,Dc,Valentini N.,Verona,3,30,3.5,,,8,6.11,1,6
7253,D,Dc,Bella-Kotchap,Verona,3,23,3.6,,,10,6.14,1,6
5168,D,Ds;E,Tsimikas,Roma,3,29,3.6,,,8,6.15,1,6
7335,D,Dc,Zatterstrom,Genoa,3,19,3.6,,,8,6.12,1,6
6149,D,Ds;E,Carboni F.,Parma,3,22,3.4,,,4,6.01,1,6
7353,D,Dc,Pedro Felipe,Sassuolo,3,23,3.4,,,3,6.04,1,6
2653,D,Ds;E,Lykogiannis,Bologna,2,31,3.7,,,10,6.19,1,6
7069,D,E,Fortini,Fiorentina,2,19,3.9,,,9,6.29,1,6
6977,D,Dc,Otoa,Genoa,2,20,3.6,,,9,6.13,1,6
294,D,Dc,Rugani,Fiorentina,2,31,3.6,,,10,6.12,1,6
6632,D,Dc,Gaspar K.,Lecce,2,28,3.6,,,10,6.16,1,6
6883,D,Dc,Jean,Lecce,2,24,3.2,,,3,5.95,1,6
5273,D,Ds;E,Estupinan,Milan,2,27,3.6,,,8,6.15,1,6
252,D,Ds;E,Biraghi,Torino,2,32,3.4,,,5,6.04,1,6
7011,D,Dc,Slotsager,Verona,2,19,3.5,,,7,6.11,1,6
7202,D,Dc,Ndiaye,Parma,2,23,3.5,,,5,6.08,1,6
7222,D,Dd;Ds;E,Cham,Verona,2,22,3.4,,,6,6.04,1,6
7260,D,Dc,Ziolkowski,Roma,2,20,3.6,,,9,6.13,1,6
5156,D,Ds;E,Nkounkou,Torino,2,25,3.6,,,8,6.13,1,6
7312,D,Ds;E,Arizala,Udinese,2,19,3.0,,,1,5.85,1,6
7326,D,Dd;Dc,Helland,Bologna,2,22,3.4,,,7,6.05,1,6
2006,D,B;Dd;E,Lirola,Verona,2,28,3.6,,,7,6.14,1,6
7356,D,Dc,Mlacic,Udinese,2,18,3.6,,,9,6.13,1,6
7377,D,Ds;E,Balbo,Fiorentina,2,19,3.2,,,4,5.91,1,6
5498,D,Dc,Casale,Bologna,1,27,3.6,,,9,6.12,1,6
418,D,Dc,Goldaniga,Como,1,32,3.3,,,6,5.99,1,6
1891,D,Dd;Dc,Ceccherini,Cremonese,1,33,3.5,,,7,6.1,1,6
5899,D,Dc,Gigot,Lazio,1,31,3.4,,,3,6.03,1,6
140,D,Dd;Ds;E,Hysaj,Lazio,1,31,3.5,,,4,6.09,1,6
7164,D,Dd;Dc,Perez M.,Lecce,1,21,3.2,,,2,5.94,1,6
7182,D,Ds;E,Ndaba,Lecce,1,25,3.5,,,7,6.11,1,6
7140,D,Dc,Coppola F.,Pisa,1,20,3.5,,,4,6.06,1,6
2279,D,Dc,Romagna,Sassuolo,1,28,3.5,,,8,6.11,1,6
7156,D,Ds;E,Pieragnolo,Sassuolo,1,22,3.3,,,3,5.99,1,6
7196,D,Dc,Denoon,Pisa,1,19,3.5,,,4,6.06,1,6
6985,D,Ds;Dc,Candè,Sassuolo,1,24,3.4,,,5,6.04,1,6
7238,D,Dc,Kouadio,Fiorentina,1,19,3.3,,,1,6.0,1,6
6870,D,Dc,Faye,Cremonese,1,21,3.5,,,5,6.08,1,6
7271,D,Dc,Odogu,Milan,1,19,3.5,,,5,6.08,1,6
388,D,Dc,Albiol,Pisa,1,39,3.5,,,8,6.08,1,6
7325,D,Dc,Bozhinov,Pisa,1,20,3.6,,,8,6.12,1,6
7346,D,Dd;E,Raterink,Cagliari,1,20,3.1,,,1,5.88,1,6
6875,C,T;A,Paz N.,Como,26,20,5.0,,,245,7.58,183,41
4777,C,C;T,McTominay,Napoli,25,28,5.0,,,215,7.7,160,36
7126,C,T,Baturina,Como,24,22,4.4,,,95,7.06,67,19
2194,C,M;C,Calhanoglu,Inter,24,31,4.7,,,190,7.33,141,33
2423,C,T;A,Pulisic,Milan,24,26,4.7,,,100,7.26,71,19
2379,C,C;T,Rabiot,Milan,23,30,4.9,,,195,7.43,145,34
2517,C,T,De Bruyne,Napoli,21,34,5.0,,,92,7.57,64,18
5559,C,C;W;T,Da Cunha,Como,20,24,4.1,,,80,6.84,55,17
152,C,C;T,Zielinski,Inter,20,31,4.0,,,60,6.74,39,14
6908,C,C,Atta,Udinese,20,22,4.0,,,85,6.77,59,17
2167,C,W;A,Orsolini,Bologna,19,28,5.0,,,150,7.7,110,27
2766,C,T;A,Zaniolo,Udinese,19,26,4.3,,,100,7.01,71,19
1870,C,C,Barella,Inter,18,28,4.0,,,58,6.8,37,13
4973,C,M;C,McKennie,Juventus,18,27,4.0,,,107,6.8,76,21
6884,C,W;A,Conceicao,Juventus,18,22,4.1,,,65,6.87,43,14
2606,C,C,Modric,Milan,18,39,4.2,,,90,6.9,63,18
1933,C,M;C,Mandragora,Fiorentina,17,28,3.9,,,60,6.68,39,14
6717,C,M;C,Konè I.,Sassuolo,17,23,3.8,,,67,6.6,45,15
5687,C,T,Vlasic,Torino,17,27,4.4,,,100,7.1,71,19
6151,C,M;C,Perrone,Como,16,22,3.6,,,50,6.49,31,12
4970,C,C;W,Messias,Genoa,16,34,3.6,,,12,6.47,1,6
6398,C,W;A,Isaksen,Lazio,16,25,3.9,,,35,6.67,19,10
4427,C,C;T,Malinovskyi,Genoa,15,32,3.9,,,34,6.72,18,10
4892,C,E;W,Saelemaekers,Milan,15,26,4.0,,,36,6.77,20,10
4220,C,M;C,Zambo Anguissa,Napoli,15,29,3.7,,,20,6.55,7,8
6666,C,C,Bernabè,Parma,15,24,3.8,,,23,6.62,9,8
5844,C,C;T,Thorstvedt,Sassuolo,15,26,4.0,,,40,6.73,23,11
6844,C,W;T,Rowe,Bologna,15,22,4.0,,,49,6.75,30,12
5422,C,E;W,Zalewski,Atalanta,14,23,3.6,,,19,6.44,6,8
2529,C,C;T,Mkhitaryan,Inter,14,36,3.7,,,14,6.52,2,7
5562,C,M;C,Thuram K.,Juventus,14,24,3.8,,,41,6.6,24,11
6190,C,C,Pisilli,Roma,14,21,3.7,,,17,6.52,5,7
6684,C,C;T,Ekkelenkamp,Udinese,14,25,3.9,,,51,6.7,32,12
7314,C,C;T,Taylor K.,Lazio,14,22,3.9,,,52,6.72,33,12
5792,C,M;C,Ederson D.S.,Atalanta,13,26,3.6,,,30,6.5,15,9
184,C,W;A,Bernardeschi,Bologna,13,31,3.9,,,33,6.72,18,10
2765,C,T;A,Odgaard,Bologna,13,28,4.2,,,14,6.88,2,7
4364,C,T,Gaetano,Cagliari,13,24,4.0,,,15,6.79,3,7
5036,C,C;T,Caqueret,Como,13,25,3.8,,,18,6.65,5,7
4486,C,W;A,Strefezza,Parma,13,28,4.1,,,50,6.84,31,12
5800,C,T;A,Gudmundsson A.,Fiorentina,13,28,4.3,,,35,6.97,19,10
632,C,W;A,Zaccagni,Lazio,13,30,4.0,,,25,6.74,11,8
5504,C,M;C,Coulibaly L.,Lecce,13,28,3.5,,,21,6.36,8,8
536,C,W,Politano,Napoli,13,32,3.8,,,31,6.65,16,9
779,C,M;C,Cristante,Roma,13,30,3.6,,,26,6.5,12,9
5589,C,M;C,Konè M.,Roma,13,24,3.7,,,39,6.52,22,10
530,C,C;T,Pellegrini Lo.,Roma,13,29,3.6,,,24,6.5,10,8
5735,C,W;T,Volpato,Sassuolo,13,21,3.7,,,17,6.55,5,7
5888,C,C;T,Casadei,Torino,13,22,3.8,,,20,6.58,7,8
2077,C,C;T,Pasalic,Atalanta,12,30,3.7,,,14,6.51,2,7
4404,C,C;T,Thorsby,Cremonese,12,29,3.5,,,12,6.4,1,6
827,C,M;C,Locatelli,Juventus,12,27,3.7,,,47,6.54,29,12
7351,C,W;A,Santos A.,Napoli,12,21,4.0,,,54,6.76,34,13
7133,C,W;T,Vandeputte,Cremonese,11,28,3.8,,,15,6.62,3,7
4465,C,C,Fagioli,Fiorentina,11,24,3.8,,,35,6.58,19,10
7070,C,C,Sucic P.,Inter,11,21,3.7,,,21,6.57,8,8
333,C,M;C,Cataldi,Lazio,11,31,3.5,,,17,6.42,5,7
5674,C,C,Basic,Lazio,11,28,3.9,,,25,6.68,11,8
5453,C,M;C,Ricci S.,Milan,11,24,3.4,,,13,6.33,1,7
6898,C,M;C,Keita M.,Parma,11,29,3.4,,,18,6.28,5,7
5651,C,W,Harrison,Fiorentina,11,29,3.9,,,23,6.66,9,8
4947,C,C;T,Brescianini,Fiorentina,10,27,3.8,,,15,6.63,3,7
4896,C,T;A,Maldini,Lazio,10,23,4.1,,,20,6.84,7,8
6252,C,C;T,Folorunsho,Cagliari,10,27,3.8,,,14,6.62,2,7
4686,C,M;C,Fofana Y.,Milan,10,26,3.5,,,18,6.39,5,7
4199,C,C;T,Loftus-Cheek,Milan,10,29,3.6,,,12,6.43,1,6
4287,C,M;C,Lobotka,Napoli,10,30,3.5,,,20,6.36,7,8
6831,C,W;A,Neres,Napoli,10,28,3.8,,,15,6.63,3,7
2334,C,W,Leris,Pisa,10,28,3.8,,,12,6.6,1,6
1976,C,M;C,Mazzitelli,Cagliari,10,29,3.5,,,12,6.37,1,6
22,C,M;C,De Roon,Atalanta,9,34,3.6,,,22,6.47,9,8
5119,C,T,Samardzic,Atalanta,9,23,4.0,,,11,6.74,1,6
6054,C,M;C,Moro N.,Bologna,9,27,3.4,,,11,6.32,1,6
6294,C,M;C,Ndour,Fiorentina,9,21,3.5,,,22,6.38,9,8
5791,C,M;C,Frendrup,Genoa,9,24,3.4,,,15,6.34,3,7
4711,C,E;W,Kostic,Juventus,9,32,3.5,,,8,6.38,1,6
795,C,W,El Shaarawy,Roma,9,32,3.8,,,11,6.6,1,6
5823,C,T;A,Baldanzi,Genoa,9,22,4.0,,,15,6.73,3,7
6680,C,M;C,Karlstrom,Udinese,9,30,3.4,,,15,6.29,3,7
5761,C,W,Zhegrova,Juventus,9,26,3.8,,,12,6.59,1,6
7318,C,C;T,Gandelman,Lecce,9,28,3.8,,,13,6.62,1,7
788,C,M;C,Freuler,Bologna,8,33,3.5,,,14,6.37,2,7
5298,C,M;C,Pobega,Bologna,8,27,3.5,,,13,6.37,1,7
4870,C,M;C,Adopo,Cagliari,8,25,3.4,,,13,6.31,1,7
6020,C,C;W,Ellertsson,Genoa,8,23,3.7,,,10,6.51,1,6
5301,C,E;W,Luis Henrique,Inter,8,23,3.5,,,12,6.41,1,6
6394,C,M;C,Ramadani,Lecce,8,26,3.4,,,13,6.31,1,7
6271,C,M;C,El Aynaoui,Roma,8,23,3.4,,,11,6.34,1,6
6815,C,W,Fadera,Sassuolo,8,23,3.6,,,10,6.5,1,6
2839,C,W;A,Sottil,Lecce,8,26,3.6,,,9,6.47,1,6
7223,C,W;T,Vergara,Napoli,8,22,3.7,,,12,6.54,1,6
2528,C,M;C,Matic,Sassuolo,8,37,3.5,,,13,6.39,1,7
4349,C,M;C,Nicolussi Caviglia,Parma,8,25,3.6,,,15,6.44,3,7
