Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,ExpectedMf
5119,C,T,Samardzic,Atalanta,17,22,,,,53,33.0,6.18,6.74,32.0,6.05,6.59,13.0,6.12,6.73,,,,,,,6.69
5792,C,M;C,Ederson D.s.,Atalanta,15,25,,,,55,36.0,6.14,6.56,34.0,5.94,6.0,15.0,6.17,6.47,,,,,,,6.55
2077,C,C;T,Pasalic,Atalanta,14,29,,,,52,33.0,6.21,6.89,32.0,5.95,6.41,33.0,6.24,7.56,20.0,6.08,7.0,34.0,6.15,6.88,6.81
2766,C,T;A,Zaniolo,Atalanta,12,25,,,,30,,,,13.0,5.81,5.88,27.0,6.0,6.02,0.0,0.0,0.0,25.0,6.16,6.8,6.56
22,C,M;C,De Roon,Atalanta,8,33,,,,16,30.0,5.97,5.97,34.0,6.1,6.26,30.0,5.95,6.13,35.0,6.07,6.06,34.0,5.97,6.06,6.0
4947,C,M;C,Brescianini,Atalanta,7,24,,,,38,35.0,6.09,6.44,,,,,,,,,,,,,6.39
6024,C,M;C,Sulemana I.,Atalanta,2,21,,,,4,19.0,5.89,6.13,13.0,5.92,5.77,,,,,,,,,,6.04
2137,A,Pc,Scamacca,Atalanta,27,25,,,,145,28.0,6.41,7.89,0.0,0.0,0.0,32.0,6.22,7.61,26.0,6.17,7.08,,,,7.48
4730,A,A,Lookman,Atalanta,27,28,,,,222,30.0,6.37,7.63,30.0,6.47,7.92,,,,,,,,,,7.63
6228,A,Pc,Retegui,Atalanta,23,25,,,,194,29.0,6.09,6.79,,,,,,,,,,,,,7.03
5995,A,A,De Ketelaere,Atalanta,21,23,,,,147,33.0,6.32,7.39,27.0,5.74,5.74,,,,,,,,,,7.3
133,P,Por,Skorupski,Bologna,11,33,,,,53,32.0,6.17,5.33,37.0,6.19,4.97,36.0,6.24,4.79,28.0,6.09,4.64,37.0,5.99,4.31,5.26
2722,P,Por,Ravaglia F.,Bologna,1,27,,,,1,6.0,6.33,6.33,0.0,0.0,0.0,,,,4.0,5.88,3.38,,,,4.84
5822,P,Por,Bagnolini,Bologna,1,20,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.93
4734,D,Ds;E,Miranda J.,Bologna,8,24,,,,16,,,,,,,,,,,,,,,,6.06
5498,D,Dc,Casale,Bologna,8,26,,,,15,19.0,5.68,5.55,29.0,6.0,6.03,34.0,5.85,5.75,,,,,,,5.75
5678,D,Dd;E,Holm,Bologna,8,27,,,,24,18.0,5.94,6.08,18.0,6.06,6.17,0.0,0.0,0.0,,,,,,,6.04
6066,D,Dd;Dc,Posch,Bologna,8,27,,,,18,30.0,6.1,6.15,30.0,6.12,6.68,,,,,,,,,,6.05
4982,D,Dc,Erlic,Bologna,7,26,,,,17,32.0,5.77,5.78,27.0,5.7,5.59,30.0,5.95,6.07,22.0,5.82,6.14,,,,5.88
6202,D,Dc,Beukema,Bologna,7,26,,,,16,30.0,6.02,6.02,,,,,,,,,,,,,5.99
6042,D,Dc,Lucumi',Bologna,6,26,,,,14,29.0,6.1,6.07,33.0,5.83,5.68,,,,,,,,,,6.0
2653,D,Ds;E,Lykogiannis,Bologna,5,31,,,,12,18.0,5.97,6.36,19.0,5.97,6.21,25.0,5.7,5.78,30.0,5.8,6.1,19.0,5.74,5.68,6.09
487,D,Dd;E,De Silvestri,Bologna,3,36,,,,5,12.0,6.17,6.67,13.0,5.92,5.96,31.0,5.94,6.18,28.0,5.71,5.86,26.0,5.77,5.73,5.71
6407,D,Dd;Ds;E,Corazza,Bologna,1,25,,,,1,5.0,5.9,5.8,,,,,,,,,,,,,5.94
6551,D,Dc,Ilic M.,Bologna,1,21,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,5.88
2167,C,W,Orsolini,Bologna,21,27,,,,90,31.0,6.16,7.06,32.0,6.16,7.09,26.0,6.04,6.81,31.0,5.97,6.74,37.0,5.92,6.69,6.91
5858,C,C;T,Ferguson,Bologna,17,25,,,,42,31.0,6.39,6.94,31.0,6.24,6.85,,,,,,,,,,6.8
6206,C,C;T,Fabbian,Bologna,13,21,,,,43,22.0,6.23,6.86,,,,,,,,,,,,,6.8
788,C,M;C,Freuler,Bologna,10,32,,,,19,32.0,6.11,6.06,0.0,0.0,0.0,29.0,5.93,5.83,33.0,6.3,6.52,30.0,6.05,6.23,6.06
5564,C,W,Ndoye,Bologna,10,24,,,,24,31.0,6.02,6.08,,,,,,,,,,,,,6.19
5784,C,C;T,Aebischer,Bologna,10,27,,,,20,31.0,6.0,5.9,26.0,5.87,5.9,8.0,5.88,5.81,,,,,,,6.12
6459,C,W;A,Karlsson,Bologna,7,26,,,,10,6.0,5.92,5.92,,,,,,,,,,,,,6.34
6112,C,W,Iling Junior,Bologna,6,21,,,,11,20.0,5.98,6.2,8.0,6.19,6.62,,,,,,,,,,6.21
5425,C,C;W;T,Urbanski,Bologna,4,21,,,,10,18.0,5.92,5.83,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6.07
6225,C,M;C,El Azzouzi,Bologna,4,28,,,,7,9.0,6.11,6.83,,,,,,,,,,,,,6.08
6054,C,M;C,Moro N.,Bologna,3,21,,,,8,17.0,6.03,6.21,25.0,6.04,6.3,,,,,,,,,,6.1
5298,C,M;C,Pobega,Bologna,2,25,,,,10,7.0,5.93,5.93,14.0,5.96,6.25,31.0,6.26,6.5,20.0,6.1,6.85,,,,6.11
6839,C,C;T,Byar,Bologna,1,19,,,,1,,,,,,,,,,,,,,,,5.98
6643,A,Pc,Dallinga,Bologna,21,24,,,,94,,,,,,,,,,,,,,,,7.15
4436,A,A,Cambiaghi,Bologna,12,24,,,,20,37.0,6.14,6.2,25.0,6.24,6.9,,,,,,,0.0,0.0,0.0,6.37
2765,A,A,Odgaard,Bologna,9,25,,,,13,9.0,6.22,7.0,,,,,,,,,,,,,6.79
6572,A,Pc,Castro S.,Bologna,8,20,,,,47,5.0,6.0,6.5,,,,,,,,,,,,,6.87
6895,A,A,Dominguez B.,Bologna,5,21,,,,11,,,,,,,,,,,,,,,,6.88
574,P,Por,Scuffet,Cagliari,8,28,,,,29,31.0,6.13,4.31,,,,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,4.65
4929,P,Por,Ciocci,Cagliari,1,22,,,,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.88
6650,P,Por,Sherri,Cagliari,1,26,,,,1,,,,,,,,,,,,,,,,4.84
393,D,Dc,Luperto,Cagliari,9,28,,,,14,38.0,6.0,6.05,36.0,5.93,6.01,22.0,5.75,5.61,22.0,5.41,5.3,7.0,5.64,5.5,5.99
4210,D,Dc,Mina,Cagliari,8,30,,,,13,15.0,6.03,6.27,,,,,,,,,,,,,6.01
4433,D,Dd;Ds;E,Zortea,Cagliari,6,25,,,,16,19.0,6.16,6.63,15.0,6.0,6.1,23.0,5.78,5.96,,,,,,,6.29
4461,D,B;Dd;E,Zappa,Cagliari,6,24,,,,10,37.0,5.8,5.91,,,,21.0,5.74,5.64,31.0,5.85,5.94,,,,5.93
2181,D,Dc,Palomino,Cagliari,5,34,,,,8,0.0,0.0,0.0,14.0,5.82,5.75,33.0,6.14,6.09,31.0,5.97,6.05,30.0,5.97,6.05,6.01
4421,D,Ds;E,Augello,Cagliari,5,30,,,,8,32.0,5.77,5.81,37.0,5.84,6.09,34.0,5.81,5.93,37.0,5.92,6.03,16.0,6.06,6.12,5.8
6231,D,Dd;Ds;E,Azzi,Cagliari,5,30,,,,7,22.0,5.84,5.82,,,,,,,,,,,,,5.81
6464,D,Dc,Wieteska,Cagliari,4,27,,,,4,15.0,5.57,5.5,,,,,,,,,,,,,5.92
6438,D,Dd;Dc,Hatzidiakos,Cagliari,3,27,,,,4,13.0,5.5,5.46,,,,,,,,,,,,,5.98
5701,D,Dc,Obert,Cagliari,2,22,,,,3,13.0,5.35,5.31,,,,4.0,5.88,5.88,,,,,,,5.89
4364,C,T,Gaetano,Cagliari,8,24,,,,40,17.0,6.12,6.88,4.0,6.12,6.88,,,,,,,0.0,0.0,0.0,6.67
440,C,C;T,Viola,Cagliari,6,35,,,,14,25.0,6.2,6.7,,,,3.0,5.67,5.67,17.0,6.24,7.15,,,,6.41
4965,C,M;C,Marin,Cagliari,6,28,,,,13,28.0,5.98,6.02,32.0,5.98,6.2,36.0,5.9,5.96,37.0,5.99,6.28,,,,6.02
1871,C,M;C,Deiola,Cagliari,4,29,,,,6,22.0,5.7,5.59,,,,31.0,5.82,6.16,20.0,5.65,5.58,10.0,5.8,6.05,5.76
6232,C,M;C,Makoumbou,Cagliari,4,26,,,,7,32.0,5.62,5.61,,,,,,,,,,,,,5.78
6424,C,M;C,Prati,Cagliari,4,21,,,,12,26.0,5.92,6.0,,,,,,,,,,,,,6.02
6640,C,E;W,Felici,Cagliari,4,23,,,,12,,,,,,,,,,,,,,,,6.17
1987,C,E;C,Jankto,Cagliari,3,28,,,,6,16.0,5.84,6.16,,,,0.0,0.0,0.0,33.0,5.91,6.47,30.0,6.0,6.2,6.01
4870,C,M;C,Adopo,Cagliari,3,24,,,,3,4.0,5.75,6.0,4.0,5.88,5.75,,,,,,,,,,6.06
4359,A,Pc,Piccoli,Cagliari,14,23,,,,55,32.0,6.02,6.41,16.0,5.84,6.22,8.0,5.69,6.06,14.0,6.07,7.14,1.0,5.5,5.5,6.59
5297,A,A,Luvumbo,Cagliari,12,22,,,,38,30.0,6.27,6.75,,,,,,,0.0,0.0,0.0,,,,6.69
1939,A,Pc,Lapadula,Cagliari,9,34,,,,11,21.0,5.88,6.24,,,,,,,37.0,5.91,6.5,24.0,6.1,7.27,6.26
247,A,Pc,Pavoletti,Cagliari,3,36,,,,5,14.0,6.25,7.04,,,,28.0,5.89,6.32,22.0,5.98,6.5,1.0,5.5,5.5,6.16
6598,A,Pc,Mutandwa,Cagliari,1,21,,,,2,,,,,,,,,,,,,,,,6.85
761,P,Por,Audero,Como,8,27,,,,27,4.0,6.0,5.25,25.0,6.3,4.88,29.0,6.12,4.53,37.0,6.38,5.11,36.0,6.03,4.29,4.91
387,P,Por,Reina,Como,2,41,,,,12,,,,,,,15.0,5.97,4.0,29.0,6.12,4.69,1.0,6.5,8.5,5.56
2809,P,Por,Vigorito,Como,1,34,,,,1,,,,,,,,,,,,,5.0,5.9,4.0,5.04
4284,D,E;M,Sergi Roberto,Como,9,32,,,,18,,,,,,,,,,,,,,,,6.18
2602,D,Dc,Varane,Como,8,31,,,,15,,,,,,,,,,,,,,,,6.03
6230,D,Dc,Dossena,Como,8,26,,,,14,35.0,5.84,5.94,,,,,,,,,,,,,5.93
5435,D,Ds;E,Moreno Alb.,Como,6,32,,,,17,,,,,,,,,,,,,,,,5.87
6896,D,Dd;E,Van Der Brempt,Como,5,22,,,,8,,,,,,,,,,,,,,,,5.88
6654,D,Dd;E,Iovine,Como,3,33,,,,7,,,,,,,,,,,,,,,,5.88
6893,D,Dc,Kempf,Como,3,29,,,,6,,,,,,,,,,,,,,,,5.94
134,D,Ds;Dc,Barba,Como,2,31,,,,3,,,,,,,,,,32.0,5.7,5.58,,,,5.85
418,D,Dc,Goldaniga,Como,2,31,,,,4,13.0,5.65,5.54,,,,11.0,5.64,5.5,24.0,5.85,5.73,11.0,5.59,5.68,5.94
4386,D,Ds;E,Sala M.,Como,2,25,,,,6,,,,,,,,,,,,,0.0,0.0,0.0,6.01
6637,D,Dd;E,Kovacik,Como,1,23,,,,1,,,,,,,,,,,,,,,,5.89
4486,C,W,Strefezza,Como,12,27,,,,32,19.0,5.82,5.87,34.0,6.31,6.97,,,,,,,32.0,5.91,5.92,6.1
5559,C,W;T,Da Cunha,Como,12,23,,,,32,,,,,,,,,,,,,,,,6.4
376,C,W;T,Verdi,Como,8,32,,,,18,0.0,0.0,0.0,22.0,6.07,6.7,17.0,6.24,7.21,32.0,5.75,5.91,32.0,5.89,6.2,6.36
1976,C,M;C,Mazzitelli,Como,7,29,,,,18,29.0,6.1,6.52,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,6.3
6875,C,T;A,Paz N.,Como,7,20,,,,20,,,,,,,,,,,,,,,,6.41
6815,C,W;A,Fadera,Como,6,23,,,,13,,,,,,,,,,,,,,,,6.33
6151,C,M;C,Perrone,Como,4,21,,,,6,,,,,,,,,,,,,,,,6.06
556,C,M;C,Baselli,Como,3,32,,,,7,,,,,,,12.0,5.88,5.92,10.0,6.0,5.9,16.0,5.94,5.97,6.02
6656,C,M;C,Braunoder,Como,3,22,,,,8,,,,,,,,,,,,,,,,6.08
6676,C,M;C,Engelhardt,Como,3,23,,,,8,,,,,,,,,,,,,,,,6.09
5725,C,M;C,Kone B.,Como,1,24,,,,1,,,,,,,1.0,5.0,5.0,,,,,,,6.05
441,A,Pc,Belotti,Como,16,31,,,,75,24.0,6.21,7.1,22.0,5.8,5.75,22.0,6.2,7.32,34.0,6.43,7.6,35.0,6.16,7.41,6.86
2155,A,Pc,Cutrone,Como,10,26,,,,23,,,,,,,24.0,5.88,6.23,7.0,5.71,5.71,18.0,5.94,6.64,7.01
306,A,Pc,Cerri,Como,2,28,,,,1,11.0,5.86,6.05,,,,0.0,0.0,0.0,10.0,5.85,6.15,15.0,5.73,6.07,6.92
6657,A,Pc,Gabrielloni,Como,2,30,,,,2,,,,,,,,,,,,,,,,6.81
6648,A,W;A,Jasim,Como,1,20,,,,1,,,,,,,,,,,,,,,,6.24
6125,P,Por,Vasquez D.,Empoli,6,26,,,,14,,,,0.0,0.0,0.0,,,,,,,,,,4.87
673,P,Por,Perisan,Empoli,1,27,,,,1,1.0,5.0,3.0,7.0,6.21,4.93,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.84
4351,P,Por,Brancolini,Empoli,1,23,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.86
5010,D,Dc,Ismajli,Empoli,7,28,,,,9,25.0,5.72,5.68,25.0,6.0,5.86,17.0,5.5,5.06,16.0,5.78,5.94,,,,5.77
770,D,Ds;E,Pezzella Giu.,Empoli,6,27,,,,7,15.0,5.63,5.5,14.0,5.71,5.71,16.0,5.97,6.0,24.0,6.04,6.19,19.0,5.71,5.66,5.99
5718,D,Dc,Viti,Empoli,6,22,,,,6,14.0,5.89,5.96,0.0,0.0,0.0,19.0,5.82,5.63,,,,,,,5.92
5480,D,Dd;E,Ebuehi,Empoli,4,29,,,,6,15.0,5.8,5.87,25.0,6.06,6.46,17.0,5.59,5.5,,,,,,,5.98
5804,D,Ds;E,Cacace,Empoli,3,24,,,,5,28.0,5.73,5.66,10.0,5.65,5.6,8.0,5.81,5.75,,,,,,,5.75
5856,D,Dd;E,Sambia,Empoli,2,28,,,,3,16.0,5.91,6.09,13.0,5.88,5.92,,,,,,,,,,5.94
358,D,Dd;Ds;E,De Sciglio,Empoli,1,32,,,,10,1.0,6.0,6.0,17.0,5.76,5.76,16.0,6.06,6.25,1.0,6.0,6.0,7.0,6.0,5.93,5.93
6474,D,Dc,Sazonov,Empoli,1,22,,,,6,8.0,5.75,5.69,,,,,,,,,,,,,5.92
6537,D,Dd;Dc,Goglichidze,Empoli,1,20,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,5.75
6809,D,Dc,Marianucci,Empoli,1,20,,,,1,,,,,,,,,,,,,,,,5.88
4376,C,C;T,Zurkowski,Empoli,9,27,,,,23,13.0,6.04,6.81,10.0,5.7,5.75,33.0,6.17,6.7,,,,0.0,0.0,0.0,6.57
4992,C,W,Gyasi,Empoli,7,30,,,,20,29.0,5.66,5.69,35.0,5.77,5.8,36.0,5.78,6.08,36.0,5.96,6.4,,,,5.96
4498,C,C;T,Henderson L.,Empoli,5,28,,,,8,0.0,0.0,0.0,23.0,5.83,5.67,34.0,6.0,6.21,0.0,0.0,0.0,3.0,6.0,5.83,6.49
6010,C,C;T,Fazzini,Empoli,5,21,,,,19,25.0,5.92,5.96,15.0,5.9,5.8,,,,,,,,,,6.19
5457,C,C,Maleh,Empoli,4,26,,,,8,34.0,5.79,5.66,21.0,5.81,5.76,23.0,6.07,6.26,,,,,,,5.93
27,C,M;C,Grassi,Empoli,3,29,,,,4,26.0,5.92,5.77,20.0,5.92,5.85,28.0,5.95,5.88,20.0,5.72,5.55,14.0,5.93,6.0,5.84
2161,C,M;C,Haas,Empoli,2,28,,,,3,1.0,5.5,5.0,24.0,5.88,5.96,16.0,5.88,5.91,,,,,,,6.05
6889,C,W;T,Anjorin,Empoli,2,23,,,,4,,,,,,,,,,,,,,,,6.3
6203,C,M;C,Belardinelli,Empoli,1,23,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,6.05
4923,A,Pc,Colombo,Empoli,13,22,,,,55,23.0,5.89,6.39,26.0,5.94,6.37,,,,2.0,5.75,5.75,0.0,0.0,0.0,6.59
4463,A,A,Esposito Se.,Empoli,4,22,,,,15,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,5.83,6.67,6.86
6119,A,A,Solbakken,Empoli,4,26,,,,12,1.0,5.5,5.5,9.0,5.94,6.39,,,,,,,,,,6.78
2103,A,Pc,Pellegri,Empoli,3,23,,,,8,15.0,5.87,6.03,11.0,6.0,6.5,10.0,5.9,6.15,,,,,,,6.95
2815,P,Por,Terracciano,Fiorentina,12,34,,,,20,33.0,6.27,5.26,29.0,6.0,4.78,32.0,5.97,4.72,4.0,6.25,6.0,7.0,6.36,5.64,5.13
2521,P,Por,De Gea,Fiorentina,10,33,,,,39,,,,,,,,,,,,,,,,5.1
6184,P,Por,Martinelli T.,Fiorentina,1,18,,,,1,1.0,6.5,4.5,0.0,0.0,0.0,,,,,,,,,,5.01
6403,P,Por,Christensen O.,Fiorentina,1,25,,,,1,4.0,5.5,3.25,,,,,,,,,,,,,4.84
2160,D,E,Gosens,Fiorentina,13,30,,,,41,0.0,0.0,0.0,25.0,5.96,6.3,11.0,6.14,6.36,32.0,6.27,7.28,33.0,6.39,7.38,6.4
5323,D,Dc,Martinez Quarta,Fiorentina,10,28,,,,32,28.0,6.04,6.41,27.0,5.94,5.98,18.0,5.81,5.75,19.0,5.87,5.87,,,,6.31
5885,D,Dd;E,Dodo',Fiorentina,9,26,,,,25,6.0,5.75,5.75,33.0,5.88,5.98,,,,,,,,,,6.07
252,D,B;Ds;E,Biraghi,Fiorentina,8,32,,,,30,28.0,5.96,6.11,32.0,6.05,6.19,37.0,5.96,6.11,35.0,5.91,6.03,23.0,5.98,6.43,6.08
5449,D,Ds;E,Parisi,Fiorentina,8,24,,,,20,21.0,5.69,5.64,33.0,6.14,6.14,23.0,5.91,5.85,,,,,,,5.81
5603,D,Dc,Pongracic,Fiorentina,8,27,,,,20,36.0,5.94,5.81,9.0,6.0,5.89,,,,,,,,,,5.92
4378,D,Ds;Dc,Ranieri L.,Fiorentina,7,25,,,,15,25.0,5.86,5.88,8.0,6.25,6.19,27.0,5.7,5.65,,,,3.0,5.5,5.17,5.9
6235,D,Dd;Ds;E,Kayode,Fiorentina,5,20,,,,8,26.0,6.06,6.17,,,,,,,,,,,,,6.07
6890,D,Dc,Moreno M.,Fiorentina,4,21,,,,8,,,,,,,,,,,,,,,,5.93
6495,D,Dc,Comuzzo,Fiorentina,2,19,,,,10,2.0,6.0,5.75,,,,,,,,,,,,,5.95
5878,C,T,Colpani,Fiorentina,22,25,,,,89,38.0,6.2,6.92,24.0,6.1,6.62,,,,,,,,,,6.88
2839,C,W,Sottil,Fiorentina,8,25,,,,19,18.0,5.97,6.44,16.0,5.97,6.06,22.0,6.0,6.41,19.0,6.03,6.32,12.0,5.83,5.75,6.35
6804,C,M;C,Richardson,Fiorentina,8,22,,,,16,,,,,,,,,,,,,,,,6.13
1933,C,M;C,Mandragora,Fiorentina,7,27,,,,16,30.0,5.95,6.28,28.0,6.04,6.25,18.0,6.14,6.06,26.0,5.87,6.15,25.0,5.8,5.84,6.17
2172,C,T,Barak,Fiorentina,6,30,,,,14,13.0,6.08,6.62,28.0,5.82,5.96,29.0,6.31,7.48,34.0,6.09,6.69,22.0,5.89,6.18,6.27
4658,C,W,Ikone',Fiorentina,5,26,,,,13,26.0,5.79,6.08,30.0,6.03,6.43,15.0,5.87,6.1,,,,,,,6.14
5423,C,M;C,Bove,Fiorentina,4,22,,,,10,28.0,5.96,5.96,17.0,6.03,6.15,2.0,6.5,8.0,0.0,0.0,0.0,,,,5.99
5875,C,M;C,Adli,Fiorentina,4,24,,,,13,21.0,5.98,6.14,4.0,5.62,5.5,,,,,,,,,,6.09
333,C,M;C,Cataldi,Fiorentina,3,30,,,,7,22.0,5.98,5.95,28.0,5.98,5.93,30.0,6.03,6.08,13.0,5.73,5.58,16.0,6.09,6.22,5.94
5800,A,A,Gudmundsson A.,Fiorentina,26,27,,,,170,35.0,6.47,7.64,,,,11.0,5.68,5.82,,,,,,,7.49
2097,A,Pc,Kean,Fiorentina,20,24,,,,100,14.0,6.0,5.93,23.0,5.89,6.52,25.0,5.96,6.56,,,,0.0,0.0,0.0,7.16
6409,A,A,Beltran L.,Fiorentina,10,23,,,,34,30.0,6.12,6.65,,,,,,,,,,,,,6.63
2762,A,A,Kouame',Fiorentina,4,27,,,,13,20.0,5.95,6.3,28.0,6.11,6.62,0.0,0.0,0.0,23.0,5.7,5.83,18.0,6.31,7.44,6.42
610,P,Por,Gollini,Genoa,10,29,,,,38,7.0,6.0,4.86,7.0,6.07,5.21,,,,25.0,6.1,5.26,33.0,6.15,4.83,4.97
188,P,Por,Leali,Genoa,1,31,,,,1,2.0,6.5,5.25,,,,,,,,,,,,,4.92
219,P,Por,Sommariva,Genoa,1,27,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,4.84
5514,D,Ds;Dc,Vasquez,Genoa,9,26,,,,16,35.0,6.16,6.19,23.0,5.78,5.76,28.0,5.89,5.88,,,,,,,6.05
791,D,Dd;Ds;E,Sabelli,Genoa,7,31,,,,8,31.0,5.92,5.87,,,,7.0,5.71,5.5,,,,36.0,5.89,5.85,5.83
2285,D,Dc,Bani,Genoa,7,31,,,,14,27.0,6.02,6.07,,,,17.0,6.0,5.97,25.0,5.68,5.48,27.0,5.96,6.19,6.0
5527,D,Dd;E,Zanoli,Genoa,7,24,,,,9,18.0,5.83,5.75,20.0,6.0,6.32,6.0,5.92,5.75,,,,,,,5.83
5739,D,Dd;Dc,De Winter,Genoa,6,22,,,,8,29.0,5.84,5.74,13.0,5.73,5.62,0.0,0.0,0.0,,,,,,,5.84
2593,D,Ds;E,Martin,Genoa,5,27,,,,13,20.0,5.92,5.92,,,,,,,,,,,,,5.9
6245,D,Dd;Dc,Vogliacco,Genoa,5,26,,,,4,15.0,6.03,5.97,,,,,,,,,,,,,5.97
6814,D,Dd;E,Norton-Cuffy,Genoa,4,20,,,,5,,,,,,,,,,,,,,,,5.76
6244,D,Dc,Matturro,Genoa,1,20,,,,1,3.0,5.5,4.83,,,,,,,,,,,,,5.88
6660,D,Dc,Marcandalli,Genoa,1,22,,,,1,,,,,,,,,,,,,,,,5.88
5791,C,E;M,Frendrup,Genoa,12,23,,,,27,37.0,6.23,6.42,,,,10.0,5.8,5.75,,,,,,,6.32
4427,C,C;T,Malinovskyi,Genoa,11,31,,,,26,23.0,6.22,6.63,12.0,6.0,6.38,29.0,6.26,6.88,32.0,6.39,7.44,32.0,6.27,6.91,6.49
4970,C,C;W,Messias,Genoa,10,33,,,,24,17.0,6.18,6.35,25.0,6.0,6.62,26.0,6.0,6.62,36.0,6.24,6.99,,,,6.32
170,C,M;C,Badelj,Genoa,7,35,,,,9,32.0,6.05,6.14,,,,34.0,5.76,5.79,29.0,6.14,6.22,20.0,5.65,5.72,6.03
4404,C,C,Thorsby,Genoa,5,28,,,,10,21.0,5.98,6.31,,,,35.0,5.86,6.0,33.0,6.03,6.18,23.0,5.74,5.63,6.25
5813,C,C;T,Miretti,Genoa,4,21,,,,18,20.0,5.78,5.9,25.0,5.96,6.02,4.0,6.0,6.0,,,,,,,6.15
5798,C,M;C,Bohinen,Genoa,1,25,,,,1,14.0,5.86,5.82,19.0,5.82,5.82,10.0,5.95,5.8,,,,,,,6.05
2038,A,Pc,Pinamonti,Genoa,19,25,,,,97,37.0,5.92,6.7,32.0,5.67,6.06,36.0,6.15,7.21,4.0,6.25,7.0,30.0,5.7,6.12,6.79
6164,A,Pc,Vitinha O.,Genoa,12,24,,,,79,6.0,6.42,7.33,,,,,,,,,,,,,7.12
5506,A,A,Ekuban,Genoa,9,31,,,,10,23.0,6.09,6.65,,,,29.0,5.71,5.84,,,,,,,6.6
6565,A,Pc,Ankeye,Genoa,1,22,,,,1,2.0,5.75,5.75,,,,,,,,,,,,,6.9
6822,A,Pc,Ekhator,Genoa,1,18,,,,1,,,,,,,,,,,,,,,,6.6
2428,P,Por,Sommer,Inter,19,35,,,,111,34.0,6.12,5.63,,,,,,,,,,,,,5.59
5116,P,Por,Martinez Jo.,Inter,2,26,,,,4,36.0,6.14,4.97,,,,,,,,,,,,,4.89
